"name","address","state","overview","theme","establishment_year","website","contact_info","admission_fee","timings","facilities"
"Galerie 88","28 - B, Shakespeare Sarani Rd, Elgin, Kolkata - 700017","West Bengal","The gallery has a collection of contemporary, modern and traditional arts in the form of paintings and sculptures and other forms of installations by renowned artists like Abani Sen, F.N. Souza, Ganesh Pyne, Amritah Sen, Suhas Roy, Samir Aich, Amal Ghosh etc.","Art Gallery","","https://www.galerie88.in","033 22835394, mail@galerie88.in","","11:00 AM - 07:00 PM (Closed on Sundays)","Locker room, Parking, Cafetaria, Guided Tours and Library"
"Janus Art Gallery","842 A, 1, Upen Banerjee Road, Parnasree Extension, Parnasree Palli, Behala, Kolkata - 700060","West Bengal","The gallery aims at collecting and promoting Indian art and is mainly focused on art of Bengal. The participants and contributors of art in this gallery are Indian artists who have commendable heritage value and are a perfect blend of modern and contemporary art forms. The gallery has a collection of beautiful paintings, sculptures, sketches, drawings and photographs","Art Gallery","1998","https://www.janusartgallery.com","09830060206, info@janusartgallery.com","","10:00 AM - 08:00 PM","Library, Guided Tours, Film shows, Lectures and Photography"
"Verandah Art Gallery","10 A, Lee Rd, Sreepally, Bhowanipore, Kolkata -700020","West Bengal","Located in a private Heritage Home, the Gallery is in a boutique style that aims at preserving the old world charm of Kolkata. The Gallery has a collection of paintings and sculptures displayed in a home setting","Art Gallery","","https://www.verandahart.com","91 9831012725, myna.kakar@gmail.com","","10:30 AM - 06:00 PM","Library and Photography"
"Genesis Gallery","8 B, Middleton Street, Kolkata -700071","West Bengal","The collection includes contemporary Indian Art by artists like Ramachandran, Bose Krishnamachari, Jogen Chowdhary, Krishen Khanna, Seema Kohli, Thota Vaikuntham etc.","Art Gallery","1986","https://www.genesisallery.in","8910111582","","11:00 AM - 06:00 PM and Saturday, 11:00 AM - 02:00 PM (Closed on Sundays)","Publications, Postcards and Art workshops"
"Gallery Kolkata","2nd Floor, Duckback House, 41, Shakespeare Sarani, Kolkata - 700017","West Bengal","The collection of the gallery includes art works by eminent artists of modern and contemporary Indian art form from across India. The artists whose artwork can be found in the museum are - Jamini Roy, Akbar Padamseee, Paritosh Sen, Jogen Chowdhury, Shyamal Dutta Ray, Shipra Bhattacharya, Thota Vaikuntham etc.","Art Gallery General","2004","https://www.gallerykolkata.com","91 33 22873377, mail@gallerykolkata.com","","","Library, Guide Services and School Programmes"
"Currency Building - Ghaire Baire","Dalhousie, 11B, Old Court House St, Lal Dighi, BBD Bagh, Kolkata -700001","West Bengal","The museum so far has become a venue for art exhibitions like - Ghaire Baire: The World and The Home and Beyond: 18th - 20th century Bengal Art. All these exhibitions and the collections of the museum include Bengal art and works of eminent artists of Bengal school and the Academy artists","Art and Craft Museum","11th January, 2020","","","Free","09:00 AM - 05:30 PM (Closed on Mondays)",""
"Natya Shodh Sansthan Theatre Museum","EE 8, Sector 2, Bidhan Nagar, Kolkata - 700091","West Bengal","The collection includes rare theatrical photographs, photographs of Rabindranath Tagore as Valmiki in Valmiki Pratibha (1881), advertising posters of Roktokorobi, costumes by Bharatendu Natak Mandali, model of nautanki stage, large number of Chhau dance masks, manuscripts, rare books, tickets of shows in star theatre, gramophone and rudra veena","Art and Craft Museum","2019","https://www.natyashodh.org/","+91 033 23217667","Adults: Rs. 10 per head","10:00 AM - 05:00 PM (Closed on Sundays)","Photography"
"Calcutta Police Museum","113, A.P.C. Roy Road, Kolkata-700 009","West Bengal","This house was built for Raja Ram Mohun Roy around the year 1814. In 1996 this building was converted into a Museum of Kolkata Police. Recently 64 files related to Netaj i Subhas Chandra Bose and his family members were kept there by the Government of West Bengal for public viewing. The Museum Showcase arms and ammunition seized during the revolutionary movement. It also represents a holistic view of the city police force, development of force, pre and post independence political upheaval as well as the city police force today","Police Museum","1996","https://www.kolkatapolice.gov.in/","11 21411799, +91 11 21411698","Free","11:00 AM - 05:00 PM (Closed on Mondays)",""
"Indian Institute of Port Management CPT","New Traffic Building (2nd Floor), 40, Circular Garden Reach Road, Kolkata - 700043","West Bengal","The collection includes working and still models, charts, photographs, maps showing the working of the Calcutta port and other allied information","Navy Museum","1970","","Tel - 033 24394123, fax - 033 24397179","Free","10:00 AM - 05:00 PM (Closed on Sundays and Government Holidays)","Cafeteria, Workshops, Lectures, Seminars, Guided Tours, IT facility, and Library"
"Group Museum and Archives","Bengal Engineer Group and Centre - 247667","West Bengal","The Museum exhibits historical documents, books, pamphlets, paintings, photographs and exhibits of Bengal Engineer Group and Centre, Roorkee; medals, portraits, weapons, colours, Regiment panel, battle honours","Army Museum","1978","","(01332) 277924","Free","Summers: 08:00 AM - 07:00 PM and Winters: 09:00 AM - 06:00 PM (Closed on Sundays and Government Holidays)",""
"Eastern Command Museum","Fort William, Kolkata -700021","West Bengal","The Museum exhibits photographs, painting, charts, sketches on service pattern, weapons, captured enemy weapons, list of honours and awards, winners and war heroes of Eastern Command in various battles/ encounters and wars, war trophies their replicas, articles associated with hi story of Fort William flags, military uniforms, souvenirs of Indo - Bangladesh War","Army Museum","1986","","(01332) 277924","Free","10:00 AM - 06:00 PM (Closed on Tuesdays, Thursdays, and Saturdays)",""
"Naval Aircraft Museum","Tata Cancer Hospital, DJ Block (Newtown), Action Area 1D, Newtown - 700156","West Bengal","The Museum has a decommissioned 29-year-old Tupolev TU - 142 of the Indian Navy on display","Air Force Museum","2022","","","Rs. 30 per head","02:30 PM - 08:30 PM (Closed on Mondays)","Workshop, Lectures, Seminars, Guide Services, Library, Photography only for research purposes, International History and Heritage exhibition every year in the month of February"
"Trishakti Heritage Complex","Sukna Forest - 734009","West Bengal","This War Memorial depicting the sacrifices made by fallen warri ors, a National Flag symbolising identity, and a Museum are all part of the Complex. The complex includes blocks such as Chogyal Block, Christison Block, Kanchenjunga block, and Umrao Block. The complex displays various vintage military equipment","Army Museum","2014","","","","","Library, and Seminar/Lecture hall"
"Himalayan Mountaineering Institute","Jawahar Parbat, Darjeeling - 734101","West Bengal","The collection includes photographs from expeditions, rocks, fauna, Himalayan spe cimens, flags hoisted on the summit of peaks, badges, monograms, the equipment used by mountaineers, remna nts of findings from mountains","Educational Museum","","https://www.hmidarjeeling.com","0760 2215312","Rs. 3 per head","Summers: 09:00 AM - 05:00 PM and Winters: 09:00 AM - 04:30 PM (Closed on Thursdays)","Free Guide Services, Light and sound Show"
"The National Library of India","Belvedere Rd, Block A, Alipore, Kolkata - 700027","West Bengal","The collection includes rare books, valuable manuscripts that belong to the Pre British and British era, original letters that belong to eminent personalities, manuscripts of Tamilian origin, Tibetan Xylograph, microfilms, watercolour paintings, Bulhar collection","Educational Museum","1953","https://www.nationallibrary.gov.in","91 33 24791381, dgnl.kol-culture@nic.in","Free","09:00 AM - 08:00 PM and Saturday - Sunday, 09:30 AM - 06:00 PM (Closed on Government Holidays)",""
"Nehru Children’s Museum","94/1, Jawaharlal Nehru Rd, Kolkata - 700020","West Bengal","The collection includes miniature models that depict Ramayana and Mahabharata, dolls and toys etc.","Educational Museum","1972","https://www.nehrumuseum.com","033 22231551","Adult: Rs. 5 per head and Children: Rs. 2 per head","11:00 AM - 07:00 PM",""
"Netaji Museum","Netaji Research Bureau, Netaji Bhawan, 38/2, Lala Lajpat Rai Sarani (formerly Elgin Road), Kolkata - 700020","West Bengal","The collection includes photographs of Netaji and the INA, original lette rs, manuscripts, sculptures, films, microfilms, original documents and photostat copies of letters etc.","Educational Museum","1957","https://www.netaji.org","91 33 24868139, nrbkolkata@gmail.com","Adults: Rs. 5 per head and Children: Rs. 2 per head","11:00 AM - 04:30 PM (Closed on Mondays and Government Holidays)","Not Available RELIGIOUS MUSEUMS"
"Rabindra Bhawan, Rabindranath Tagore Memorial Museum and Picture Gallery","Road around Ashram Math, Bolpur, Shantiniketan - 731204 (located in Vishva Bharati University)","West Bengal","The Museum is Tagore’s residence with gardens and experimental architecture, paintings, manuscripts, books, letters, mementoes, cine films, photographs, memorabilia of Rabindranat h and other members of his family etc.","Educational Museum","1942","https://www.visvabharati.ac.in","03463 262751","Adults: Rs. 5 per head and Students: Rs. 3 per head","10:00 AM - 05:00 PM (Closed on Thursdays)",""
"William Carey Museum","Serampore College, P.O. Serampore, Hooghly - 712201","West Bengal","The collection includes memorabilia of the founders - Carey, Marhman; Ward showing items from early 19th century educational and missionary activities, paintings, manuscripts, documents etc.","Educational Museum","1800","","","Free","10:00 AM - 05:00 PM (Closed on Sundays)","Movie Shows SCIENCE MUSEUMS/CENTRES"
"Ethnographic Museum of the Cultural Research Institute","P1/4, C.I.T Scheme no. VIIM, V .I.P Road, Kankurgachi, Kolkata - 7000554","West Bengal","The Museum collection includes ethnographic specimens and Santhal tribal objects","Ethnographic Museum General","1955","","Tel - 033 23207623, cridir@gmail.com","Free","10:30 AM - 05:30 PM (Closed on Saturdays and Sundays)","3D Theatre, Science Shows and Sky observation through Telescope"
"Geology Museum","Indian Statistical Institute, Platinum Jubilee Building, Barrackpore Trunk Rd, Bonhooghly Government Colony-700108","West Bengal","The Museum has a collection of a number of objects of Geological and Ar chaeological significance. The most important collection of the Museum is a complete fossil of a 47 feet Sauropod from the Jurassic period. The museum also displays Dinosaur fossils","Geological Museum","1977","https://www.isical.ac.in","033 25753150","Free","11:00 AM - 06:00 PM (Closed on Saturdays and Sundays)","Photography (only on permission)"
"Kolkata Museum (Calcutta Town Hall)","4, Esplanade Row (West), Kolkata - 700001","West Bengal","The collection of the Museum includes historical objects","Historical Museum","2002","https://www.kmc.gov.in","033 22483085","Rs. 10 per head (Monday - Friday), Rs. 15 per head (Saturday)","11:00 AM - 06:00 PM (Closed on Sundays)","Astronomical shows, Free astronomy course, Post graduate diploma, Lectures and Scientists lectures"
"Victoria Memorial Hall","1, Queen’s way, Kolkata-700071","West Bengal","The initial collection of the Museum included oil paintings, artworks in other painting mediums, sculptures, archaeological and colonial artefacts but after the renovation project of the Government, the collection of the Museum changed and now the museum exhibits collections of INA, belongings of Netaji Subhash Chandra Bose, uniform of Rani Jhansi Regiment, the letters of Netaji to his jail inmates and friends outside, photographs of some army officers from the Japan troops and other armies, cover of every magazine that featured Netaji, photographs from the time the foundation stone of the Victoria Memorial was laid till its completion etc.","Historical Museum","1906, Opened to public - 1921","https://www.victoriamemorial-cal.org","033 22231889","","10:00 AM - 05:00 PM","Digital panorama and Space theatre"
"Himalayan Tibet Museum","Gandhi Rd, Limbugaon, Darjeeling-734101","West Bengal","The Museum aims at exhibiting the history and the culture of the Tibetans and also exhibits the artefacts of other communities of the himalayan belt as well","Historical Museum","2nd July 2015","","0354 2252977","","10:00 AM - 06:00 PM (Closed on Wednesdays)","Innovation Hub, Bio Tech lab, Library, Auditorium, Conference hall, Science Demonstration Lecture, Science Seminar, Science Camp, and Sky Observation"
"Deshbandhu Museum","Opposite Mahakal Mandir, Mall Rd, Chauk Bazaar, Darjeeling-734101","West Bengal","The building which is now being converted to a museum was initially the residential place of freedom fighter Deshbandhu. He breathed his last in this house itself. The prominent figures who used to live and use this building were Mahatma Gandhi, Annie Besant etc. The museum exhibits the personal belongings of Deshbandhu and other artefacts","Historical Museum","5th November, 2007","","","Free","10:00 AM - 04:00 PM (Closed on Sundays)","Training programme, Daily science show, Community programme, Dinosaur park, 3D theatre, Science  shows, Taramandal Shows and Telescopic Sky observation"
